Title,Release Date,Developer,Publisher,Genres,Product Rating,User Score,User Ratings Count,console
Aero Elite: Combat Academy,2003-10-03,Sega AM2,Sega,Aircraft Combat Sim,Rated E For Everyone,7.8,,PlayStation 2
Aero Porter,11/29/2012,Vivarium,Level 5,Action Puzzle,Rated E For Everyone,7.4,11,3DS
Aero The Acro-Bat,5/14/2002,Atomic Planet Entertainment,Metro3D,2D Platformer,Rated E For Everyone,7.5,,Game Boy Advance
AeroWings 2: Air Strike,8/27/2000,CRI,Crave,Aircraft Combat Sim,Rated E For Everyone,7.7,6,Dreamcast
Aerox,7/29/2010,Synoptical Studios Ltd,Synoptical Studios Ltd,Adventure,,,,iOS (iPhone)
Aeterna Noctis,12/15/2021,Aeternum Game Studios,Aeternum Game Studios,Metroidvania,,8,43,PC
AeternoBlade,2/18/2014,Corecell Technology,Corecell Technology,2D Platformer,Rated E +10 For Everyone +10,6.3,19,3DS
AeternoBlade II,2019-11-10,Corecell Technology,Corecell Technology,Action Adventure,Rated T For Teen,4.2,18,Xbox One
AEW: Fight Forever,6/29/2023,Yuke's,THQ Nordic,Wrestling,Rated T For Teen,5.3,56,PlayStation 5
Affogato,8/17/2023,Befun Studio,Spiral Up Games,JRPG,,,,PC
Affordable Space Adventures,2015-09-04,KnapNok Games,KnapNok Games,Horizontal Shoot-'Em-Up,Rated E For Everyone,8.1,88,Wii U
Afrika (2008),2009-06-10,Rhino Studios,Natsume,Virtual Career,Rated E +10 For Everyone +10,5.3,18,PlayStation 3
Afro Samurai,1/27/2009,Namco Bandai Games,Namco Bandai Games,3D Beat-'Em-Up,Rated M For Mature,5.5,42,Xbox 360
Afro Samurai 2: Revenge of Kuma Volume One,9/22/2015,Versus Evil,Versus Evil,3D Beat-'Em-Up,Rated M For Mature,3,64,PlayStation 4
After Burner Climax,4/21/2010,Sega AM2,Sega,Aircraft Combat Sim,Rated E +10 For Everyone +10,8.7,1256,PlayStation 3
After Burner: Black Falcon,3/20/2007,Planet Moon Studios,Sega,Aircraft Combat Sim,Rated T For Teen,6.6,10,PSP
After the Fall,2021-09-12,Vertigo Games,Vertigo Games,FPS,,6.6,15,PC
After Us,5/23/2023,Piccolo,Private Division,Action Adventure,Rated T For Teen,6,31,PlayStation 5
Aftercharge,2019-10-01,Chainsawesome Games,Chainsawesome Games,Tactical FPS,Rated E +10 For Everyone +10,5.5,8,PC
Afterfall: InSanity,11/25/2011,Nicolas Intoxicate,Nicolas Intoxicate,Survival,,5.8,152,PC
Afterimage,4/25/2023,Aurogon Shanghai,Modus Games,Metroidvania,,7.4,21,PC
Afterparty,10/29/2019,Night School Studio,Night School Studio,Adventure,,6.8,66,PC
AG Drive,2/19/2015,ZORG,ZORG,Future Racing,,6.3,8,iOS (iPhone)
Again: Interactive Crime Novel,2010-02-04,Cing,Tecmo,Visual Novel,Rated T For Teen,7,6,DS
Against the Storm,2023-08-12,Eremite Games,Hooded Horse,Management,,8.1,98,PC
Agatha Christie - Hercule Poirot: The London Case,8/29/2023,Blazing Griffin,Microids,Point-and-Click,,,,PC
Agatha Christie - Murder on the Orient Express,10/19/2023,Microids Studio Lyon,Microids,Third-Person Adventure,Rated T For Teen,8.8,31,PlayStation 5
Agatha Christie: And Then There Were None,10/30/2005,AWE Games,The Adventure Company,Point-and-Click,Rated T For Teen,7.3,15,PC
Agatha Christie: Evil Under the Sun,10/16/2007,AWE Games,The Adventure Company,Third-Person Adventure,Rated T For Teen,8.7,7,PC
Agatha Christie: Murder on the Orient Express (2006),11/21/2006,AWE Games,DreamCatcher Interactive,Third-Person Adventure,Rated T For Teen,6.5,13,PC
Agatha Christie: The ABC Murders,2/23/2016,Artefacts Studio,Kalypso,Third-Person Adventure,Rated T For Teen,6.3,36,Xbox One
Agatha Christie: The ABC Murders (2009),2009-09-11,Black Lantern Studios,DreamCatcher Interactive,Point-and-Click,Rated T For Teen,6,5,DS
Age of Booty,10/15/2008,Certain Affinity,Capcom,Real-Time Strategy,Rated E For Everyone,5.7,17,Xbox 360
Age of Conan: Rise of the Godslayer,2010-11-05,Funcom,Funcom,MMORPG,Rated M For Mature,7.5,46,PC
Age of Conan: Unchained,5/20/2008,Funcom,SCi,MMORPG,Rated M For Mature,7.3,112,Xbox 360
Age of Empires,9/30/1997,Ensemble Studios,Microsoft Game Studios,Command RTS,Rated T For Teen,8.2,437,PC
Age of Empires II: Definitive Edition,11/14/2019,Forgotten Empires LLC,Xbox Game Studios,Command RTS,Rated T For Teen,8.8,404,PC
Age of Empires II: HD Edition,2013-09-04,Hidden Path Entertainment,Hidden Path Entertainment,Command RTS,Rated T For Teen,8,694,PC
Age of Empires II: The Age of Kings,9/30/1999,Ensemble Studios,Microsoft Game Studios,Command RTS,Rated T For Teen,9,1416,PC
Age of Empires II: The Conquerors Expansion,,Ensemble Studios,Microsoft Game Studios,Command RTS,Rated T For Teen,,,PC
Age of Empires III,10/18/2005,Ensemble Studios,Microsoft Game Studios,Command RTS,Rated T For Teen,8,706,PC
Age of Empires III: Definitive Edition,10/15/2020,Tantalus,Xbox Game Studios,Command RTS,Rated T For Teen,7.5,186,PC
Age of Empires III: The Asian Dynasties,10/23/2007,Big Huge Games,Microsoft Game Studios,Command RTS,Rated T For Teen,8.4,94,PC
Age of Empires III: The WarChiefs,10/17/2006,Ensemble Studios,Microsoft Game Studios,Command RTS,Rated T For Teen,7.9,89,PC
Age of Empires IV,10/28/2021,Relic Entertainment,Xbox Game Studios,Command RTS,Rated T For Teen,7.8,516,PC
Age of Empires Online,8/16/2011,Gas Powered Games,Microsoft Game Studios,Command RTS,Rated E +10 For Everyone +10,5.7,189,PC
Age of Empires: Definitive Edition,2/20/2018,Forgotten Empires LLC,Microsoft Game Studios,Command RTS,Rated T For Teen,6.8,233,PC
Age of Empires: Mythologies,11/24/2008,Griptonite Games,THQ,Turn-Based Tactics,Rated E +10 For Everyone +10,7.8,43,DS
Age of Empires: The Age of Kings,2/14/2006,Backbone Entertainment,Majesco,Turn-Based Tactics,Rated E +10 For Everyone +10,8.2,51,DS
Age of Mythology,2002-01-11,Ensemble Studios,Microsoft Game Studios,Real-Time Strategy,Rated T For Teen,8.9,781,PC
Age of Mythology: Extended Edition,2014-08-05,Ensemble Studios,Microsoft Game Studios,Real-Time Strategy,,7.6,201,PC
Age of Mythology: The Titans,9/30/2003,Ensemble Studios,Microsoft Game Studios,Real-Time Strategy,Rated T For Teen,8.9,185,PC
Age of Pirates 2: City of Abandoned Ships,5/26/2009,Akella,Playlogic,Action RPG,Rated M For Mature,7.7,38,PC
Age of Pirates: Caribbean Tales,2006-12-09,Akella,Playlogic,Western RPG,Rated T For Teen,6.3,15,PC
Age of Sail II,2001-01-02,Akella,TalonSoft,Real-Time Strategy,Rated E For Everyone,,,PC
Age of Sail II: Privateer's Bounty,8/13/2002,Akella,Global Star Software,Real-Time Strategy,Rated E For Everyone,,,PC
Age of Wonders 4,2023-02-05,Triumph Studios,Paradox Interactive,4X Strategy,Rated T For Teen,7.8,89,PlayStation 5
Age of Wonders II: The Wizard's Throne,2002-12-06,Triumph Studios,Gathering,Turn-Based Strategy,Rated T For Teen,8.6,98,PC
Age of Wonders III,3/31/2014,Triumph Studios,Triumph Studios,Turn-Based Strategy,Rated T For Teen,8,630,PC
Age of Wonders III - Eternal Lords,4/14/2015,Triumph Studios,Triumph Studios,Turn-Based Strategy,,8.6,134,PC
Age of Wonders III - Golden Realms,9/18/2014,Triumph Studios,Triumph Studios,Turn-Based Strategy,,8.6,110,PC
Age of Wonders: Planetfall,2019-06-08,Triumph Studios,Paradox Interactive,4X Strategy,Rated T For Teen,7.5,114,PC
Age of Wonders: Shadow Magic,7/25/2003,Triumph Studios,Gathering,Turn-Based Strategy,Rated T For Teen,8.7,125,PC
Age of Zombies,2/25/2010,Halfbrick Studios,Halfbrick Studios,Survival,Rated T For Teen,6.4,10,iOS (iPhone)
Ageless,7/28/2020,One More Dream Studios,Team17,2D Platformer,Rated E For Everyone,,,PC
Agent A: A Puzzle In Disguise,8/29/2019,Yak & Co,Yak & Co,Puzzle,Rated E +10 For Everyone +10,7.6,35,PC
Agent Dash,2012-02-08,Full Fat,Full Fat,3D Platformer,,5.3,,iOS (iPhone)
Agents of Mayhem,8/15/2017,Volition Inc.,Deep Silver,Open-World Action,Rated M For Mature,6.6,165,PlayStation 4
Aggelos,4/24/2019,LookAtMyGame,PQube,2D Platformer,Rated E For Everyone,7.6,17,Nintendo Switch
Aggressive Inline,5/28/2002,"Z-Axis, Ltd.",Acclaim,Skating,Rated T For Teen,6.6,12,PlayStation 2
Aggressors: Ancient Rome,8/30/2018,Kubat Software,Slitherine,4X Strategy,,8.1,14,PC
AGON: The Mysterious Codex,,Private Moon Studios,Private Moon Studios,Third-Person Adventure,Rated E +10 For Everyone +10,,,PC
Agony,5/29/2018,Madmind Studio,Maximum Games,Survival,Rated M For Mature,4.3,292,PC
Agricola,6/13/2013,"Playdek, Inc.","Playdek, Inc.",Board,,6.6,5,iOS (iPhone)
AI War: Fleet Command,5/14/2009,"Arcen Games, LLC","Arcen Games, LLC",Real-Time Strategy,,7.5,80,PC
AI: The Somnium Files,9/17/2019,Spike Chunsoft,Spike Chunsoft,Action Adventure,Rated M For Mature,8.8,376,PlayStation 4
AI: The Somnium Files - nirvanA Initiative,6/24/2022,Spike Chunsoft,Spike Chunsoft,Action Adventure,Rated M For Mature,8.5,53,Nintendo Switch
Aidyn Chronicles: The First Mage,3/14/2001,H2O Interactive,THQ,Western RPG,Rated T For Teen,7.2,17,Nintendo 64
Aion,9/22/2009,NCSOFT,NCSOFT,MMORPG,Rated T For Teen,6.7,202,PC
AIPD - Artificial Intelligence Police Department,1/29/2016,Blazing Badger,Blazing Badger,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,,,PlayStation 4
Air Conflicts: Aces of World War II,4/14/2009,Cowboy Rodeo,Graffiti Entertainment,Aircraft Combat Sim,Rated T For Teen,,,PSP
Air Conflicts: Secret Wars,9/28/2011,Games Farm,Kalypso,Aircraft Combat Sim,Rated T For Teen,,,PC
Air Conflicts: Vietnam,2013-02-10,bitComposer,Kalypso,Aircraft Combat Sim,Rated T For Teen,3.1,29,PC
Air Conflicts: Vietnam Ultimate Edition,9/16/2014,bitComposer,Majesco,Aircraft Combat Sim,Rated T For Teen,1.9,30,PlayStation 4
Air Mail (2012),5/24/2012,Chillingo,Chillingo,Aircraft Sim,,,,iOS (iPhone)
Air Penguin,4/14/2011,GAMEVIL Inc.,GAMEVIL Inc.,Action,,,,iOS (iPhone)
Air Raid: This Is Not a Drill!,6/18/2003,Made by Kiddies,Big City Games,FPS,Rated T For Teen,,,PC
Air Traffic Chaos,2008-09-09,Sonic Powered,Majesco,Tycoon,Rated E For Everyone,8,6,DS
AiRace Speed,9/19/2013,QubicGames,QubicGames,Future Racing,Rated E For Everyone,7.5,8,3DS
AiRace Xeno,2014-12-06,QubicGames,QubicGames,Future Racing,Rated E For Everyone,6.8,8,3DS
AirBlade,1/28/2002,Criterion Games,Namco,Individual Sports,Rated T For Teen,7.3,9,PlayStation 2
Airborne Assault: Highway to the Reich,2003-10-12,Panther Games,Matrix Games,Real-Time Strategy,,5.6,5,PC
Airborne Assault: Red Devils Over Arnhem,6/17/2002,Panther Games,Battlefront.com,Real-Time Strategy,Rated E For Everyone,7.3,6,PC
Airborne Kingdom,12/17/2020,The Wandering Band LLC,The Wandering Band LLC,Management,,7.2,34,PC
Airfix Dogfighter,1/14/2000,Paradox Interactive,EON Digital Entertainment,Aircraft Combat Sim,Rated E For Everyone,7.5,38,PC
AirForce Delta Storm,11/14/2001,KCE Studios,Konami,Vertical Shoot-'Em-Up,Rated E For Everyone,,,Xbox
AirForce Delta Strike,2004-03-02,KCE Studios,Konami,Aircraft Combat Sim,Rated T For Teen,,,PlayStation 2
AIRHEART,7/24/2018,Blindflug Studios,Blindflug Studios,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,5.8,16,PC
Airplane Mode,10/15/2020,Bacronym,AMC,Virtual Life,,,,PC
Airscape: The Fall of Gravity,2015-11-08,Cross-Product,Cross-Product,2D Platformer,,6.6,19,PC
Aka,12/14/2022,Cosmo Gatto,Neowiz,Virtual Life,Rated E For Everyone,5,,PC
Akai Katana,5/15/2012,Cave,Rising Star Games,Vertical Shoot-'Em-Up,Rated T For Teen,8.2,30,Xbox 360
Akane,5/17/2019,Ludic Studios,QubicGames,2D Beat-'Em-Up,Rated M For Mature,7,24,PC
Akaneiro: Demon Hunters,1/24/2013,Spicy Horse,Spicy Horse,Action RPG,,6.3,38,PC
Akiba's Beat,5/16/2017,Acquire,XSEED Games,Action RPG,Rated T For Teen,6.8,41,PlayStation 4
Akiba's Trip: Hellbound & Debriefed,7/20/2021,Acquire,XSEED Games,3D Beat-'Em-Up,Rated M For Mature,5.3,13,PC
Akiba's Trip: Undead & Undressed,11/25/2014,Acquire,XSEED Games,Open-World Action,Rated M For Mature,7.1,67,PlayStation Vita
Akimi Village,6/15/2011,NinjaBee,Sony Online Entertainment,Miscellaneous,Rated E For Everyone,4.2,6,PlayStation 3
Akka Arrh,2/21/2023,Llamasoft,Atari,Arcade,Rated E +10 For Everyone +10,,,PlayStation 4
AK-xolotl,9/14/2023,2Awesome Studio,Playstack,Top-Down Shoot-'Em-Up,,6.8,10,PC
Al Emmo and the Lost Dutchman's Mine,2006-06-09,Himalaya Studios,Himalaya Studios,Point-and-Click,,6.4,12,PC
Alan Wake,5/18/2010,Remedy Entertainment,Microsoft Game Studios,Survival,Rated T For Teen,8.3,1150,PC
Alan Wake II,10/27/2023,Remedy Entertainment,Epic Games,Survival,Rated M For Mature,8.8,2014,PlayStation 5
Alan Wake Remastered,2021-05-10,Remedy Entertainment,Epic Games,Survival,Rated T For Teen,8,496,PlayStation 5
Alan Wake: The Signal,7/27/2010,Remedy Entertainment,Microsoft Game Studios,Survival,Rated T For Teen,6.9,73,Xbox 360
Alan Wake: The Writer,2010-12-10,Remedy Entertainment,Microsoft Game Studios,Survival,Rated T For Teen,7.3,82,Xbox 360
Alan Wake's American Nightmare,2/22/2012,Remedy Entertainment,Microsoft Game Studios,Linear Action Adventure,Rated T For Teen,7.6,216,Xbox 360
Alba: a Wildlife Adventure,2020-11-12,ustwo,ustwo,Adventure,Rated E For Everyone,8.1,50,Xbox Series X
Albino Lullaby: Episode 1,9/15/2015,Ape Law,Ape Law,Survival,,,,PC
Albion Online,5/16/2018,Sandbox Interactive,Sandbox Interactive,MMORPG,,5.3,232,PC
Alder's Blood,3/13/2020,Shockwork Games,No Gravity Games,Turn-Based Tactics,Rated T For Teen,7.5,27,PC
Alekhine's Gun,2016-11-03,Maximum Games,KISS Ltd.,Action Adventure,,4.7,53,PC
Alex Kidd in Miracle World DX,6/22/2021,Jankenteam,Merge Games,2D Platformer,Rated E For Everyone,6.4,34,PC
Alex Rider: Stormbreaker,2006-02-10,Altron,THQ,Open-World Action,Rated T For Teen,4.9,7,DS
Alexander,11/23/2004,GSC Game World,Ubisoft,Real-Time Strategy,Rated M For Mature,8.9,47,PC
Alfred Hitchcock presents The Final Cut,3/31/2002,Arxel Tribe,Ubisoft,Action Adventure,Rated M For Mature,7.6,7,PC
Alfred Hitchcock: Vertigo,12/16/2021,Pendulo Studios,Microids,Third-Person Adventure,,7.8,33,Nintendo Switch
Alias (2004),2004-07-04,Acclaim Studios Cheltenham,Acclaim,Action Adventure,Rated T For Teen,,,PlayStation 2
Alice in Wonderland (2010),2010-02-03,Etranges Libellules,Disney Interactive Studios,Action Adventure,Rated E +10 For Everyone +10,7.9,7,PC
Alice: Madness Returns,6/14/2011,Spicy Horse,Electronic Arts,Survival,Rated M For Mature,8.3,276,PC
Alida,,Dejavu Worlds,Got Game Entertainment,Third-Person Adventure,Rated E For Everyone,,,PC
Alien Blast: The Encounter,2004-09-02,Made by Kiddies,Strategy First,FPS,Rated T For Teen,2.8,13,PC
Alien Breed,2013-12-02,Team17,Team17,Top-Down Shoot-'Em-Up,Rated E +10 For Everyone +10,6.7,6,PlayStation 3
Alien Breed 3: Descent,11/17/2010,Team17,Team17,Third Person Shooter,Rated T For Teen,6.7,6,PlayStation 3
Alien Breed: Evolution,12/16/2009,Team17,Team17,Survival,Rated T For Teen,7.8,6,Xbox 360
Alien Front Online,2001-09-08,Sega,Sega,Third Person Shooter,Rated T For Teen,7.7,6,Dreamcast
Alien Havoc,2009-01-10,Creat Studios,Creat Studios,Action Puzzle,Rated E For Everyone,,,PSP
Alien Hominid,11/21/2004,The Behemoth,O3 Entertainment,Horizontal Shoot-'Em-Up,Rated T For Teen,7.6,18,PlayStation 2
Alien Rage,9/24/2013,CI Games,CI Games,FPS,Rated M For Mature,6.7,179,Xbox 360
Alien Resurrection,2000-10-10,Argonaut Games,Fox Interactive,FPS,Rated M For Mature,6.9,28,PlayStation
Alien Shooter: Vengeance,2/16/2007,Sigma Team,cdv Software,Action,Rated M For Mature,7.2,34,PC
Alien Spidy,3/20/2013,Enigma Software Productions,Kalypso,2D Platformer,Rated E For Everyone,4.3,12,Xbox 360
Alien Swarm (2010),7/19/2010,Valve Software,Valve Software,Tactical Third Person Shooter,,7.8,333,PC
Alien Syndrome (2007),7/24/2007,Totally Games,Sega,Action RPG,Rated T For Teen,7.9,10,PSP
Alien Vs. Predator: Evolution,2/28/2013,Angry Mob Games,"Fox Digital Entertainment, Inc.",Third Person Shooter,,8.1,11,iOS (iPhone)
Alien: Blackout,1/24/2019,D3 Go!,FoxNext Games,Survival,,3.5,22,iOS (iPhone)
Alien: Isolation,2014-07-10,Creative Assembly,Sega,Survival,Rated M For Mature,8.4,1555,Xbox One
Alienation,4/26/2016,Housemarque,Sony Interactive Entertainment,Top-Down Shoot-'Em-Up,Rated M For Mature,7.9,235,PlayStation 4
Aliens in the Attic,2009-04-08,Engine Software,Playlogic,Survival,Rated E +10 For Everyone +10,,,Wii
Aliens Versus Predator 2,10/31/2001,Monolith Productions,Fox Interactive,FPS,Rated M For Mature,8.7,198,PC
Aliens Versus Predator 2: Primal Hunt Expansion Pack,8/13/2002,Third Law Interactive,Sierra Entertainment,FPS,Rated M For Mature,6.9,25,PC
Aliens Versus Predator: Extinction,7/30/2003,Zono Inc.,EA Games,Real-Time Strategy,Rated T For Teen,7.1,15,Xbox
Aliens vs. Predator,2/16/2010,Rebellion,Sega,FPS,Rated M For Mature,7.2,128,PlayStation 3
Aliens vs. Predator: Requiem,11/13/2007,Rebellion,Sierra Entertainment,Action Adventure,Rated T For Teen,8.5,80,PSP
Aliens: Colonial Marines,2013-12-02,Gearbox Software,Sega,FPS,Rated M For Mature,3.9,477,Xbox 360
Aliens: Dark Descent,6/20/2023,Tindalos Interactive,Focus Entertainment,Real-Time Tactics,,8.1,102,PlayStation 5
Aliens: Fireteam Elite,8/24/2021,Cold Iron Studios,Cold Iron Studios,Tactical Third Person Shooter,Rated M For Mature,5.8,119,PlayStation 5
Aliens: Infestation,2011-11-10,WayForward,Sega,2D Platformer,Rated T For Teen,8,39,DS
Alive 4-ever RETURNS,4/27/2010,Meridian,Meridian,Action,,,,iOS (iPhone)
All Walls Must Fall,2017-08-08,inbetweengames,inbetweengames,Real-Time Tactics,,,,PC
All Zombies Must Die!,12/28/2011,Doublesix,Square Enix,Top-Down Shoot-'Em-Up,Rated T For Teen,5.1,14,Xbox 360
Allegiance,3/31/2000,Microsoft Game Studios,Microsoft Game Studios,Space Combat Sim,Rated E For Everyone,7.3,18,PC
All-Pro Football 2K8,7/16/2007,Visual Concepts,2K Sports,Football Sim,Rated E +10 For Everyone +10,5.2,5,Xbox 360
All-Star Baseball 2002,11/17/2001,Acclaim Studios Austin,Acclaim,Baseball Sim,Rated E For Everyone,7.8,,PlayStation 2
All-Star Baseball 2003,2/25/2002,Acclaim Studios Austin,Acclaim,Baseball Sim,Rated E For Everyone,7.3,,PlayStation 2
All-Star Baseball 2004,2/23/2003,Acclaim Studios Austin,Acclaim,Baseball Sim,Rated E For Everyone,,,Xbox
All-Star Baseball 2005,3/23/2004,Acclaim Studios Austin,Acclaim,Baseball Sim,Rated E For Everyone,,,PlayStation 2
All-Star Fruit Racing,8/21/2018,3DClouds,PQube,Auto Racing,Rated E For Everyone,3.3,12,PC
Alone in the Dark (2008),6/23/2008,Eden Studios,Atari SA,Survival,Rated M For Mature,4.7,75,Xbox 360
Alone in the Dark: Illumination,2015-11-06,Pure FPS,Atari SA,Survival,,1.3,144,PC
Alone in the Dark: The New Nightmare,6/25/2001,Spiral House,Infogrames,Survival,Rated M For Mature,7.7,51,PlayStation
Alone With You (2017),8/23/2016,Benjamin Rivers,Benjamin Rivers,Adventure,Rated E +10 For Everyone +10,6.3,16,PlayStation Vita
Alpha Black Zero: Intrepid Protocol,2004-02-09,Khaeon,Playlogic,Third Person Shooter,Rated T For Teen,5.6,5,PC
Alpha Polaris: A Horror Adventure Game,6/24/2011,Turmoil Games,Just A Game,Point-and-Click,,4.6,12,PC
Alpha Prime,2007-01-05,Black Element,IDEA Games,FPS,Rated M For Mature,5.5,70,PC
Alpha Protocol,2010-01-06,Obsidian Entertainment,Sega,Western RPG,Rated M For Mature,7.3,128,PlayStation 3
AlphaBounce,2010-12-04,Mad Monkey Studio,Motion Twin,Action,Rated T For Teen,4.4,5,DS
ALTDEUS: Beyond Chronos,2020-04-12,MyDearest,MyDearest,Visual Novel,,8.5,10,PC
Alter Echo,8/19/2003,Outrage Games,THQ,Linear Action Adventure,Rated T For Teen,,,PlayStation 2
Alter Ego (2010),2010-03-08,Future Games,bitComposer,Point-and-Click,Rated T For Teen,5.3,21,PC
Altered Beast: Guardian of the Realms,11/23/2002,3d6 Games,THQ,2D Beat-'Em-Up,Rated T For Teen,8.3,6,Game Boy Advance
Alternativa,2010-05-11,Centauri Production,Bohemia Interactive,Adventure,,5.9,20,PC
Alto's Adventure,2/19/2015,Snowman,Snowman,2D Platformer,,7.5,75,iOS (iPhone)
Alto's Odyssey,2/21/2018,Snowman,Snowman,Adventure,,8.1,26,iOS (iPhone)
Alundra,1998-08-01,Matrix Software,Working Designs,Open-World Action,Rated T For Teen,8.5,94,PlayStation
Alwa's Awakening,2017-02-02,Elden Pixels,Elden Pixels,Metroidvania,Rated E For Everyone,7.1,15,PC
Alwa's Legacy,9/29/2020,Elden Pixels,Elden Pixels,Metroidvania,Rated E For Everyone,8.4,12,PC
Always Sometimes Monsters,5/21/2014,Vagabond Dog,Devolver Digital,Adventure,,7.2,82,PC
Amateur Surgeon 3,2013-08-08,,,Virtual Career,,,,iOS (iPhone)
Amazing Alex,2012-12-07,Rovio Entertainment,Rovio Entertainment,Action,,4.3,19,iOS (iPhone)
Amazing Discoveries In Outer Space,2016-02-02,Cosmic Picnic,Cosmic Picnic,Open-World Action,Rated E For Everyone,6,10,PlayStation 4
Amazing Island,8/25/2004,Hitmaker,Sega,Strategy,Rated E For Everyone,6.3,7,GameCube
Amazons & Aliens,9/30/2000,JoWooD Entertainment AG,Simon & Schuster,Strategy,Rated T For Teen,3.4,5,PC
America,1/14/2001,Data Becker,Data Becker,Real-Time Strategy,Rated E For Everyone,6.7,9,PC
American Arcadia,11/15/2023,Out of the Blue Games S.L.,Raw Fury,Action Adventure,,8.7,30,PC
American Civil War: Take Command - Second Manassas,4/26/2006,MadMinute Games,Paradox Interactive,Real-Time Strategy,Rated T For Teen,8.5,34,PC
American Conquest,,GSC Game World,cdv Software,Command RTS,Rated T For Teen,,,PC
American Conquest: Divided Nation,3/27/2006,Revolution of Strategy,cdv Software,Command RTS,Rated E +10 For Everyone +10,6.5,,PC
American Conquest: Fight Back,9/29/2003,GSC Game World,cdv Software,Command RTS,Rated T For Teen,8.4,32,PC
American Fugitive,5/21/2019,Fallen Tree Games,Curve Digital,Open-World Action,Rated M For Mature,5.5,21,Nintendo Switch
American Idol,2003-11-11,Hothouse Creations,Codemasters,Rhythm,Rated E For Everyone,,,PC
American McGee Presents Bad Day LA,2006-06-09,Enlight Software,Aspyr,Action Adventure,Rated M For Mature,5.7,44,PC
